n r res t
29 1 0 11163726965
30 1 0 22427941131
1 10 1 96
2 10 0 157
3 10 1 298
4 10 1 603
5 10 1 979
6 10 1 2004
7 10 0 2435
8 10 0 5576
9 10 1 12810
10 10 2 26363
11 10 2 37928
12 10 3 76243
13 10 1 151669
14 10 3 301396
15 10 2 853015
16 10 3 2034629
17 10 2 3349758
18 10 1 4807884
19 10 4 9996713
20 10 2 22813437
21 10 2 40961878
22 10 2 87479296
23 10 2 178311741
24 10 5 342578118
25 10 1 690835142
26 10 4 1388664192
27 10 4 2829110348
28 10 5 5531079973
29 10 4 11062137768
30 10 2 21820325478
1 20 1 115
2 20 1 191
3 20 2 294
4 20 1 489
5 20 2 792
6 20 1 1427
7 20 3 2625
8 20 3 4952
9 20 4 10216
10 20 2 19271
11 20 4 38239
12 20 3 77002
13 20 3 150889
14 20 5 303079
15 20 4 630843
16 20 3 1407016
17 20 3 2426950
18 20 3 5034651
19 20 2 11361898
20 20 4 20314352
21 20 3 42363171
22 20 3 90005763
23 20 5 181226042
24 20 6 341256359
25 20 4 676526508
26 20 5 1366090684
27 20 6 2725557057
28 20 4 5465405801
29 20 7 11012227240
30 20 5 21854279148
1 50 1 124
2 50 2 182
3 50 1 321
4 50 3 623
5 50 2 982
6 50 3 1766
7 50 2 2905
8 50 4 5625
9 50 4 10616
10 50 6 20620
11 50 4 39115
12 50 6 78643
13 50 3 153389
14 50 5 336474
15 50 4 631876
16 50 6 1640670
17 50 5 3017793
18 50 5 4896556
19 50 8 9707807
20 50 4 21343774
21 50 6 43137725
22 50 5 87211815
23 50 6 169267955
24 50 7 350596730
25 50 6 688488584
26 50 5 1377752680
27 50 8 2741375080
28 50 6 5471098174
29 50 6 10899572209
30 50 10 21730422841
1 75 1 133
2 75 2 184
3 75 2 412
4 75 3 890
5 75 2 1394
6 75 3 2483
7 75 4 5145
8 75 4 9957
9 75 4 19284
10 75 5 36006
11 75 4 70373
12 75 6 138574
13 75 6 176152
14 75 8 309803
15 75 7 629139
16 75 4 1216163
17 75 5 2410488
18 75 5 4986353
19 75 5 10649848
20 75 8 19556696
21 75 7 39589332
22 75 6 82946579
23 75 6 162915319
24 75 7 341317443
25 75 7 681886121
26 75 6 1359917253
27 75 8 2740100864
28 75 7 5416269354
29 75 7 10924465126
30 75 7 22360035596
1 100 1 147
2 100 2 172
3 100 3 437
4 100 3 827
5 100 3 1535
6 100 2 2617
7 100 4 4989
8 100 4 8916
9 100 4 17369
10 100 6 34301
11 100 5 66680
12 100 3 132596
13 100 5 269737
14 100 6 510595
15 100 7 1033491
16 100 5 1309875
17 100 6 2547975
18 100 5 4820140
19 100 4 10940795
20 100 8 21021233
21 100 7 47112162
22 100 8 87483376
23 100 5 173407703
24 100 6 348845728
25 100 6 681051979
26 100 7 1350062551
27 100 9 2718120332
28 100 7 5423237490
29 100 6 10933685792
30 100 7 21945375266
1 1 0 100
2 1 0 99
3 1 0 180
4 1 0 329
5 1 0 675
6 1 0 1743
7 1 0 3176
8 1 0 6454
9 1 1 15061
10 1 0 21525
11 1 0 42133
12 1 0 80292
13 1 1 151101
14 1 1 302398
15 1 1 642487
16 1 0 1202770
17 1 0 2412961
18 1 1 5442305
19 1 0 10849739
20 1 1 20738377
21 1 1 43702411
22 1 0 82317608
23 1 1 170194753
24 1 0 343874239
25 1 1 673322634
26 1 0 1335134415
27 1 0 2735040335
28 1 1 5478830978
29 1 0 10876808516
30 1 1 21920930862
1 10 1 100
2 10 0 130
3 10 1 268
4 10 1 459
5 10 1 754
6 10 1 1376
7 10 1 2578
8 10 1 4942
9 10 2 9744
10 10 2 19040
11 10 2 37844
12 10 1 75934
13 10 2 151121
14 10 2 300589
15 10 2 632096
16 10 3 1683785
17 10 3 2701230
18 10 5 4841222
19 10 3 12843274
20 10 2 21414360
21 10 3 43443420
22 10 3 84452745
23 10 4 180438413
24 10 4 335365904
25 10 2 682334862
26 10 3 1361301017
27 10 4 2727416171
28 10 3 5488004467
29 10 6 10939747718
30 10 4 21939009547
1 20 0 105
2 20 1 190
3 20 1 404
4 20 1 694
5 20 1 972
6 20 2 1875
7 20 2 3174
8 20 2 5553
9 20 3 10102
10 20 3 19201
11 20 3 38667
12 20 5 76943
13 20 6 159454
14 20 3 302050
15 20 4 608356
16 20 4 1244663
17 20 4 2432261
18 20 2 5395445
19 20 5 10564885
20 20 3 20387466
21 20 4 44437798
22 20 5 84120440
23 20 4 180475495
24 20 4 352971799
25 20 4 690182642
26 20 4 1402807235
27 20 4 2836136091
28 20 5 5547259746
29 20 7 11231482008
30 20 6 21169483907
1 50 1 99
2 50 2 136
3 50 3 244
4 50 3 449
5 50 2 931
6 50 3 1610
7 50 4 3094
8 50 4 5577
9 50 4 10268
10 50 4 19816
11 50 5 40992
12 50 5 78864
13 50 3 152949
14 50 5 304621
15 50 4 611861
16 50 5 1209514
17 50 5 2415677
18 50 5 4870009
19 50 6 9942837
20 50 9 19684156
21 50 5 40440954
22 50 6 82293214
23 50 6 164205957
24 50 5 317085414
25 50 6 671059886
26 50 7 1308200101
27 50 7 2585739805
28 50 8 5288013236
29 50 6 10560051814
30 50 5 21181689630
1 75 1 105
2 75 2 137
3 75 3 282
4 75 3 424
5 75 3 940
6 75 3 1734
7 75 4 2846
8 75 4 5622
9 75 4 10544
10 75 3 19982
11 75 5 40156
12 75 5 79158
13 75 5 154272
14 75 8 311486
15 75 5 622576
16 75 5 1234909
17 75 6 2476897
18 75 5 4971662
19 75 5 10569520
20 75 7 19615558
21 75 6 42742528
22 75 6 79398013
23 75 7 161841407
24 75 7 323056904
25 75 9 659557442
26 75 5 1356804637
27 75 8 2626114739
28 75 6 5209880826
29 75 6 10543287061
30 75 5 20950295519
1 100 1 127
2 100 1 246
3 100 2 214
4 100 4 480
5 100 5 853
6 100 5 1646
7 100 4 2930
8 100 3 5735
9 100 3 10251
10 100 3 23057
11 100 5 39965
12 100 6 79506
13 100 4 154488
14 100 8 316656
15 100 5 605338
16 100 5 1219172
17 100 6 2622877
18 100 5 4932307
19 100 5 10611687
20 100 7 19463041
21 100 5 40584019
22 100 5 81265005
23 100 8 163970644
24 100 7 327739017
25 100 5 651181374
26 100 6 1318096536
27 100 8 2670758329
28 100 6 5271042821
29 100 7 10476902496
30 100 8 20824587592
